# FAST-LIVO2 runtime diagnostics
# node=fast_livo2,package=fast_livo
# values are sampled approximately every diagnostics_interval_sec
wall_epoch_s,ros_time_s,processed_time_s,newest_sensor_time_s,lag_s,rss_kb,rss_hwm_kb,vmsize_kb,vmswap_kb,threads,mem_available_kb,swap_free_kb,lidar_buf,img_buf,imu_buf,prop_imu_buf,root_voxels,visual_voxels,visual_points,path_poses,pub_wait_points,pcd_wait_points,dropped_lidar,dropped_img,dropped_imu,root_pruned_total,root_hardcap_pruned_total,visual_pruned_voxels_total,visual_pruned_points_total,pos_x,pos_y,pos_z,vel_norm,lio_down_s,lio_icp_s,lio_map_s,lio_total_s,lio_avg_s,vio_retrieve_s,vio_ekf_s,vio_generate_s,vio_update_s,vio_ref_s,vio_total_s,vio_avg_s
1790148415.000000,1790148415.288434,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604180,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148416.000000,1790148416.288532,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604132,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148417.000000,1790148417.288560,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604040,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148418.000000,1790148418.289389,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4603200,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148419.000000,1790148419.288717,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4603268,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148420.000000,1790148420.288737,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604224,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148421.000000,1790148421.289422,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604368,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148422.000000,1790148422.288882,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604352,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148423.000000,1790148423.288884,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604128,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148424.000000,1790148424.289086,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4604304,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148425.000000,1790148425.289419,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4602616,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148426.000000,1790148426.289323,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4603468,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148427.000000,1790148427.289320,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4603388,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148428.000000,1790148428.289408,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4603472,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148429.000000,1790148429.289755,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4602968,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148430.000000,1790148430.291209,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4594760,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148431.000000,1790148431.289811,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4573404,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148432.000000,1790148432.289804,-1.000000,-1.000000,0.000000,114384,114528,1043664,0,11,4564740,2232660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148433.000000,1790148433.303771,946690216.310055,946690216.841574,0.531519,148880,148880,1075776,0,11,4518492,2232660,4,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1790148434.000000,1790148434.343913,946690217.297601,946690217.828869,0.531268,180224,191856,1325536,0,14,4473656,2232660,4,3,119,0,2947,118,389,1,0,5066,10,4,0,0,0,0,0,-0.004390,0.024481,-0.000193,0.014222,0.006852,0.123106,0.037484,0.209248,0.209248,0.006429,0.026270,0.002627,0.000128,0.000002,0.035455,0.032431
1790148435.000000,1790148435.454664,946690218.112907,946690218.933550,0.820643,202928,202928,1346576,0,14,4451672,2232660,4,3,181,0,5702,217,896,3,0,14089,20,7,0,0,0,0,0,-0.014918,0.044928,-0.004572,0.088875,0.005193,0.163294,0.047837,0.217740,0.144669,0.008179,0.018734,0.003199,0.000196,0.000002,0.030309,0.026706
1790148436.000000,1790148436.525538,946690219.375644,946690220.029975,0.654331,222464,247712,1374124,0,14,4428536,2232660,4,3,140,0,7717,313,1223,4,0,25419,29,12,0,0,0,41,268,-0.008413,0.028552,-0.000976,0.107281,0.007767,0.201496,0.074874,0.286126,0.180033,0.013393,0.016116,0.006863,0.000176,0.000002,0.036549,0.028624
1790148437.000000,1790148437.606166,946690220.573578,946690221.169350,0.595772,254328,264900,1392844,0,14,4397816,2232660,4,3,120,0,9223,459,1624,6,0,45219,38,20,0,0,0,41,268,0.040734,-0.114441,0.030971,0.260093,0.003967,0.107899,0.032110,0.145339,0.209126,0.007554,0.019402,0.003848,0.000147,0.000002,0.030954,0.028723
1790148438.000000,1790148438.695627,946690221.733465,946690222.230148,0.496682,273984,273984,1411556,0,14,4376148,2232660,4,3,111,0,10288,471,1397,9,0,62976,45,25,0,0,0,197,908,0.017686,0.109878,-0.039966,1.773318,0.004789,0.161165,0.036293,0.203420,0.206010,0.010589,0.011459,0.005179,0.000139,0.000001,0.027367,0.028624
1790148439.000000,1790148439.762619,946690222.770345,946690223.325977,0.555632,276624,276624,1414288,0,14,4368976,2233172,4,1,101,0,10575,764,2153,10,0,81322,55,26,0,0,0,197,908,0.310665,-1.011699,1.143877,1.537664,0.005156,0.156327,0.040220,0.203122,0.205721,0.011958,0.019137,0.004841,0.000354,0.000087,0.036377,0.030648
1790148440.000000,1790148440.803071,946690224.032094,946690224.328928,0.296834,299672,299672,1443152,0,14,4343960,2233172,3,3,59,0,16054,670,1892,13,0,99210,63,27,0,0,0,422,1466,-0.808117,3.672493,-5.413533,8.086613,0.004514,0.042343,0.030685,0.078688,0.191458,0.007409,0.003877,0.003205,0.000117,0.000054,0.014663,0.030367
1790148441.000000,1790148441.803216,946690224.963964,946690225.328621,0.364656,329096,329096,1472224,0,14,4309776,2233172,4,2,79,0,21466,1030,2418,15,0,129317,71,29,0,0,0,422,1466,-1.361795,7.077788,-6.217731,4.177170,0.002601,0.067466,0.021655,0.092507,0.184003,0.006998,0.014544,0.002764,0.000326,0.000002,0.024634,0.029890
1790148442.000000,1790148442.804753,946690225.857976,946690226.336682,0.478706,345868,345868,1489028,0,14,4292784,2233172,4,2,103,0,10151,1050,2535,17,0,148506,79,29,0,18168,0,646,1786,-3.803563,9.039779,-4.706508,4.783173,0.004993,0.092097,0.027396,0.125507,0.180359,0.010248,0.010869,0.002761,0.000429,0.000102,0.024408,0.029180
1790148443.000000,1790148443.864679,946690226.887737,946690227.335432,0.447695,372112,374384,1515272,0,14,4261592,2233172,4,2,100,0,20320,1322,3055,20,0,176125,86,30,0,18168,0,646,1786,-5.746294,11.168399,-3.839720,2.326761,0.003453,0.095699,0.031632,0.131657,0.169950,0.008428,0.011945,0.002869,0.000281,0.000002,0.023524,0.028012
1790148444.000000,1790148444.987793,946690227.922471,946690228.530337,0.607866,380532,380532,1523800,0,14,4252248,2233428,4,2,146,0,29217,1501,3391,24,0,205585,95,30,0,18168,0,771,1963,-3.886022,13.570624,-4.072453,3.923483,0.007374,0.160787,0.057039,0.226881,0.159725,0.012760,0.007351,0.004210,0.000340,0.000001,0.024663,0.027268
1790148446.000000,1790148446.088259,946690229.171676,946690229.628677,0.457001,388716,388716,1531788,0,14,4240436,2233428,4,3,103,0,22853,1699,3667,29,0,227702,102,30,0,37393,0,771,1963,-3.038034,22.507679,-5.259045,9.065189,0.005956,0.108645,0.038248,0.154057,0.147185,0.008273,0.000002,0.002821,0.000002,0.000001,0.011097,0.026245
1790148447.000000,1790148447.132723,946690230.051874,946690230.631886,0.580013,420432,420432,1561188,0,14,4208024,2233684,4,3,123,0,11875,1491,2697,31,0,264648,109,31,0,58450,0,1281,3383,-3.313623,30.149554,-6.029454,8.965482,0.000998,0.160189,0.087348,0.251549,0.148476,0.017565,0.003222,0.002632,0.000072,0.000001,0.023493,0.026054
1790148448.000000,1790148448.172572,946690231.095691,946690231.726108,0.630417,437116,437116,1578860,0,14,4183928,2233684,4,2,127,0,9201,1742,3028,35,0,298413,117,34,0,74880,0,1281,3383,-5.448997,38.628182,-7.129057,8.218501,0.000790,0.021048,0.005236,0.027323,0.141669,0.009354,0.009404,0.000839,0.000110,0.000001,0.019709,0.025366
1790148449.000000,1790148449.276180,946690232.158613,946690232.834491,0.675878,447620,447620,1589492,0,14,4171256,2233684,4,3,133,0,6319,656,895,38,0,326029,124,38,0,87771,0,2623,5857,-8.328211,47.503271,-7.875020,7.829496,0.000787,0.028561,0.009496,0.039122,0.139521,0.008113,0.017835,0.001402,0.000248,0.000001,0.027600,0.024992
1790148450.000000,1790148450.309740,946690233.164600,946690233.850303,0.685703,453868,453868,1591944,0,14,4161608,2233684,4,3,147,0,6249,922,1220,41,0,366525,130,47,0,102314,0,2623,5857,-10.573418,56.234166,-8.847614,8.885356,0.005343,0.121226,0.045162,0.172840,0.141770,0.014627,0.006698,0.004639,0.000143,0.000001,0.026108,0.024939
1790148451.000000,1790148451.615729,946690234.688106,946690235.135479,0.447372,470824,470824,1602720,0,14,4143224,2233684,4,3,103,0,17562,1179,1542,46,0,395538,137,58,0,113056,0,2623,5857,-13.325954,69.577132,-10.397986,9.450880,0.016919,0.212940,0.094005,0.326616,0.141069,0.012528,0.007122,0.006112,0.000157,0.000001,0.025921,0.024599
1790148452.000000,1790148452.867512,946690235.983591,946690236.340424,0.356833,470824,470824,1602720,0,14,4134064,2233684,4,3,82,0,6303,621,866,49,0,451285,144,68,0,141245,0,3430,6925,-16.640979,82.462019,-12.055920,11.904511,0.000719,0.102940,0.067318,0.172972,0.143392,0.007517,0.012527,0.002961,0.000240,0.000002,0.023246,0.024795
